Age,Gender,Tenure_Months,Monthly_Charges,Contract_Type,Internet_Service,Tech_Support,Payment_Method,Churn
31,Male,13,81.76,One Year,Fiber Optic,No,Electronic Check,Yes
40,Male,57,104.91,Month-to-Month,DSL,No,Bank Transfer,Yes
18,Male,31,116.65,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
29,Male,69,58.16,Two Year,Fiber Optic,Yes,Mailed Check,Yes
32,Female,47,79.29,One Year,Fiber Optic,No,Electronic Check,Yes
72,Male,64,69.47,Two Year,DSL,No,Bank Transfer,No
26,Female,48,78.2,Two Year,DSL,No,Bank Transfer,No
33,Female,58,78.47,One Year,Fiber Optic,Yes,Electronic Check,Yes
38,Female,40,36.36,One Year,DSL,No,Mailed Check,No
18,Male,19,23.14,One Year,Fiber Optic,Yes,Mailed Check,Yes
43,Female,71,16.12,One Year,Fiber Optic,Yes,Mailed Check,No
72,Male,48,27.43,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
44,Male,65,80.56,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
33,Female,12,21.6,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
59,Female,38,92.55,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
59,Female,27,97.26,One Year,DSL,No,Credit Card,No
52,Female,18,90.95,Two Year,Fiber Optic,Yes,Credit Card,No
20,Male,60,90.76,Month-to-Month,Fiber Optic,Yes,Bank Transfer,Yes
18,Male,16,62.08,Month-to-Month,No,No,Credit Card,Yes
70,Female,63,105.29,Month-to-Month,No,No,Bank Transfer,Yes
40,Female,68,54.44,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
49,Female,4,87.64,Two Year,Fiber Optic,No,Electronic Check,Yes
65,Male,16,98.83,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
18,Female,23,82.12,Two Year,DSL,No,Bank Transfer,Yes
62,Male,19,25.16,Month-to-Month,Fiber Optic,Yes,Bank Transfer,Yes
35,Female,58,80.52,One Year,Fiber Optic,No,Bank Transfer,Yes
72,Female,66,78.7,Month-to-Month,DSL,No,Electronic Check,Yes
31,Male,10,101.1,Month-to-Month,DSL,Yes,Bank Transfer,No
31,Male,27,62.14,Two Year,DSL,Yes,Mailed Check,No
61,Female,30,70.33,Month-to-Month,DSL,No,Credit Card,No
25,Female,65,30.9,Month-to-Month,Fiber Optic,No,Electronic Check,No
65,Female,31,24.99,One Year,No,No,Bank Transfer,Yes
46,Male,54,111.4,Month-to-Month,DSL,No,Bank Transfer,Yes
63,Male,51,64.8,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
41,Female,57,30.07,Month-to-Month,Fiber Optic,No,Electronic Check,No
67,Male,42,66.65,Month-to-Month,No,Yes,Credit Card,Yes
59,Male,27,112.81,Month-to-Month,Fiber Optic,Yes,Credit Card,Yes
39,Male,31,91.96,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
39,Female,9,97.34,One Year,Fiber Optic,No,Credit Card,No
69,Female,21,19.19,Month-to-Month,DSL,No,Electronic Check,No
33,Female,13,68.59,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
30,Female,34,53.6,One Year,DSL,No,Electronic Check,Yes
66,Male,7,12.89,Two Year,DSL,No,Credit Card,No
20,Female,41,81.62,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
49,Female,6,89.56,Month-to-Month,DSL,No,Mailed Check,Yes
69,Female,40,38.2,Month-to-Month,DSL,No,Credit Card,Yes
34,Female,30,26.33,Month-to-Month,Fiber Optic,No,Credit Card,Yes
66,Male,33,110.86,One Year,DSL,No,Bank Transfer,Yes
66,Male,41,113.7,Month-to-Month,DSL,No,Credit Card,Yes
55,Male,20,32.7,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
62,Male,60,77.64,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
41,Female,17,85.46,One Year,No,No,Bank Transfer,Yes
65,Female,34,73.38,Month-to-Month,No,No,Electronic Check,No
62,Male,31,61.06,Two Year,DSL,No,Bank Transfer,No
25,Male,33,115.42,One Year,Fiber Optic,No,Mailed Check,Yes
30,Female,59,55.67,Month-to-Month,No,No,Bank Transfer,No
26,Male,15,112.96,Month-to-Month,No,No,Electronic Check,Yes
28,Female,58,23.6,Month-to-Month,DSL,Yes,Credit Card,No
28,Male,60,71.02,Month-to-Month,No,No,Bank Transfer,No
24,Male,34,56.15,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
19,Female,5,32.8,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
30,Female,4,69.65,Month-to-Month,No,No,Bank Transfer,Yes
58,Female,6,49.48,One Year,Fiber Optic,Yes,Credit Card,No
45,Female,33,23.95,One Year,DSL,Yes,Electronic Check,No
29,Female,61,79.0,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
39,Male,41,119.62,One Year,Fiber Optic,Yes,Credit Card,No
24,Male,50,34.13,Month-to-Month,No,Yes,Credit Card,Yes
54,Female,23,32.33,Month-to-Month,DSL,No,Mailed Check,Yes
37,Female,58,19.39,Two Year,Fiber Optic,Yes,Credit Card,Yes
55,Male,67,45.0,Two Year,DSL,No,Credit Card,No
60,Male,17,54.6,Month-to-Month,DSL,No,Bank Transfer,Yes
44,Male,43,11.55,Month-to-Month,DSL,Yes,Bank Transfer,No
49,Male,13,108.89,Month-to-Month,Fiber Optic,Yes,Bank Transfer,Yes
58,Male,40,51.97,Month-to-Month,DSL,No,Mailed Check,No
56,Male,9,53.42,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
72,Female,27,43.61,One Year,DSL,No,Electronic Check,No
24,Female,32,48.55,Month-to-Month,DSL,No,Credit Card,No
58,Female,26,11.07,Month-to-Month,DSL,Yes,Electronic Check,Yes
21,Female,45,105.29,Month-to-Month,DSL,Yes,Electronic Check,No
61,Male,22,30.94,One Year,Fiber Optic,No,Electronic Check,Yes
46,Female,11,88.01,Month-to-Month,DSL,Yes,Credit Card,Yes
54,Female,44,22.27,Month-to-Month,DSL,No,Electronic Check,Yes
64,Male,53,22.36,Month-to-Month,DSL,No,Mailed Check,Yes
34,Female,24,115.97,Month-to-Month,Fiber Optic,Yes,Mailed Check,No
48,Female,59,99.91,One Year,DSL,Yes,Mailed Check,No
47,Male,59,64.58,Month-to-Month,No,Yes,Mailed Check,No
44,Female,58,80.53,Month-to-Month,No,Yes,Mailed Check,No
66,Female,31,97.37,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
52,Male,9,10.32,Month-to-Month,DSL,Yes,Mailed Check,No
22,Male,60,58.97,Month-to-Month,Fiber Optic,Yes,Credit Card,Yes
34,Male,48,82.81,Month-to-Month,Fiber Optic,Yes,Credit Card,Yes
56,Male,45,26.26,Month-to-Month,No,No,Credit Card,No
60,Female,53,26.46,Two Year,Fiber Optic,No,Bank Transfer,Yes
31,Female,35,66.86,One Year,Fiber Optic,No,Credit Card,No
53,Female,34,31.55,Month-to-Month,Fiber Optic,No,Bank Transfer,No
65,Male,63,19.08,Month-to-Month,Fiber Optic,Yes,Electronic Check,Yes
54,Female,23,40.6,Two Year,No,No,Bank Transfer,No
53,Female,52,38.46,Month-to-Month,Fiber Optic,Yes,Mailed Check,No
41,Male,60,44.6,One Year,DSL,No,Electronic Check,No
25,Female,43,12.7,Month-to-Month,Fiber Optic,No,Credit Card,No
45,Male,21,90.71,Month-to-Month,No,No,Electronic Check,Yes
52,Female,18,62.58,Month-to-Month,No,Yes,Electronic Check,Yes
58,Female,46,59.48,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
52,Male,11,41.7,One Year,Fiber Optic,No,Electronic Check,Yes
48,Female,18,87.8,Month-to-Month,DSL,Yes,Bank Transfer,No
34,Female,15,63.59,One Year,Fiber Optic,No,Credit Card,Yes
51,Female,37,61.25,Month-to-Month,DSL,No,Bank Transfer,No
72,Male,19,19.65,Month-to-Month,Fiber Optic,No,Credit Card,Yes
44,Female,39,106.4,One Year,No,No,Credit Card,No
32,Female,42,105.27,Month-to-Month,DSL,No,Electronic Check,Yes
40,Female,16,43.66,One Year,DSL,No,Credit Card,No
73,Female,57,27.81,Two Year,Fiber Optic,No,Electronic Check,No
21,Male,58,41.95,Month-to-Month,Fiber Optic,Yes,Electronic Check,No
40,Male,37,22.4,One Year,DSL,No,Credit Card,No
24,Female,24,60.42,Two Year,Fiber Optic,No,Credit Card,No
74,Male,45,93.57,Month-to-Month,No,No,Mailed Check,Yes
37,Female,10,62.55,Month-to-Month,DSL,Yes,Credit Card,No
73,Male,43,40.63,Month-to-Month,DSL,No,Bank Transfer,No
52,Female,47,108.88,One Year,DSL,No,Electronic Check,No
73,Female,17,107.63,Month-to-Month,DSL,No,Mailed Check,No
50,Male,51,65.89,Month-to-Month,No,Yes,Electronic Check,Yes
44,Male,49,56.43,Two Year,Fiber Optic,Yes,Credit Card,No
73,Female,20,33.09,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
55,Male,39,97.39,Month-to-Month,DSL,Yes,Bank Transfer,Yes
58,Female,8,19.91,Month-to-Month,DSL,Yes,Bank Transfer,Yes
63,Male,37,103.74,Month-to-Month,DSL,No,Mailed Check,Yes
23,Female,4,104.75,Month-to-Month,DSL,No,Bank Transfer,Yes
64,Male,15,48.89,Month-to-Month,DSL,Yes,Electronic Check,Yes
34,Male,2,33.42,Month-to-Month,Fiber Optic,No,Credit Card,Yes
51,Female,56,30.66,Two Year,DSL,No,Mailed Check,No
67,Female,13,19.1,Month-to-Month,DSL,Yes,Mailed Check,No
51,Male,41,56.02,Month-to-Month,No,Yes,Bank Transfer,No
68,Female,5,30.28,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
25,Female,70,85.79,Two Year,DSL,No,Electronic Check,No
53,Female,30,61.26,Month-to-Month,DSL,Yes,Bank Transfer,No
71,Female,60,42.47,Month-to-Month,DSL,No,Credit Card,No
70,Male,8,105.63,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
55,Female,19,66.28,Two Year,Fiber Optic,Yes,Mailed Check,Yes
71,Male,14,24.33,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
44,Male,37,44.22,One Year,Fiber Optic,No,Mailed Check,No
43,Male,32,87.99,One Year,No,No,Mailed Check,No
52,Male,63,30.73,One Year,Fiber Optic,No,Electronic Check,No
73,Female,42,83.17,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
37,Female,8,79.25,Month-to-Month,Fiber Optic,No,Credit Card,Yes
30,Male,34,20.41,Month-to-Month,No,No,Credit Card,No
28,Female,3,24.52,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
45,Male,32,71.23,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
55,Female,66,51.16,Two Year,Fiber Optic,Yes,Credit Card,Yes
58,Female,61,36.64,One Year,DSL,Yes,Credit Card,No
62,Male,62,68.5,Two Year,No,No,Mailed Check,No
43,Male,46,116.73,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
21,Female,18,42.2,Month-to-Month,DSL,Yes,Electronic Check,Yes
20,Female,52,105.69,Two Year,DSL,No,Credit Card,Yes
74,Female,10,114.39,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
45,Female,17,39.83,One Year,DSL,No,Mailed Check,No
25,Male,25,32.2,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
74,Male,32,34.93,Two Year,DSL,No,Mailed Check,No
68,Female,45,106.1,Month-to-Month,DSL,No,Mailed Check,Yes
32,Female,36,52.45,Month-to-Month,DSL,Yes,Mailed Check,No
60,Female,45,71.51,Month-to-Month,DSL,Yes,Bank Transfer,Yes
20,Female,60,110.45,One Year,Fiber Optic,No,Bank Transfer,Yes
51,Female,15,91.16,Two Year,Fiber Optic,No,Bank Transfer,Yes
22,Female,13,34.52,Month-to-Month,Fiber Optic,Yes,Credit Card,Yes
44,Male,59,96.53,Month-to-Month,DSL,No,Electronic Check,Yes
51,Female,52,13.78,Month-to-Month,No,No,Electronic Check,Yes
60,Female,52,15.88,One Year,DSL,No,Credit Card,No
69,Male,27,69.13,Month-to-Month,DSL,No,Electronic Check,Yes
64,Female,69,72.71,One Year,DSL,No,Electronic Check,No
22,Female,20,78.22,Month-to-Month,DSL,Yes,Credit Card,Yes
49,Female,26,65.17,Month-to-Month,Fiber Optic,No,Credit Card,Yes
62,Female,70,104.6,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
71,Female,34,40.91,Two Year,DSL,Yes,Electronic Check,No
30,Female,60,22.01,Month-to-Month,DSL,No,Credit Card,Yes
47,Male,36,73.17,Month-to-Month,Fiber Optic,Yes,Credit Card,Yes
18,Female,38,34.17,Month-to-Month,Fiber Optic,Yes,Bank Transfer,No
29,Male,54,65.44,Month-to-Month,DSL,Yes,Credit Card,No
59,Male,58,94.65,Month-to-Month,DSL,Yes,Credit Card,No
64,Male,45,114.19,Two Year,DSL,No,Electronic Check,No
65,Female,2,63.16,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
56,Male,71,53.96,Month-to-Month,DSL,No,Mailed Check,Yes
54,Male,67,23.41,One Year,Fiber Optic,No,Credit Card,Yes
51,Female,49,82.08,Month-to-Month,Fiber Optic,Yes,Credit Card,Yes
61,Male,23,119.82,Month-to-Month,No,No,Credit Card,Yes
64,Female,15,23.92,Two Year,DSL,Yes,Electronic Check,No
70,Female,54,55.05,Month-to-Month,DSL,No,Credit Card,Yes
34,Male,42,22.59,One Year,Fiber Optic,No,Credit Card,No
72,Male,31,58.79,Month-to-Month,DSL,No,Electronic Check,No
61,Male,35,47.23,Month-to-Month,Fiber Optic,Yes,Credit Card,No
70,Male,35,24.82,One Year,DSL,Yes,Bank Transfer,No
33,Female,12,102.16,One Year,DSL,Yes,Bank Transfer,Yes
31,Female,29,20.5,Month-to-Month,No,No,Credit Card,Yes
42,Male,34,75.29,Two Year,Fiber Optic,Yes,Electronic Check,No
60,Female,7,25.27,Month-to-Month,Fiber Optic,Yes,Credit Card,Yes
21,Male,63,62.77,Month-to-Month,DSL,Yes,Mailed Check,Yes
64,Female,39,86.3,One Year,Fiber Optic,Yes,Mailed Check,No
27,Male,17,38.59,Month-to-Month,Fiber Optic,Yes,Electronic Check,Yes
38,Male,32,67.7,Month-to-Month,Fiber Optic,No,Credit Card,Yes
57,Male,14,28.05,Month-to-Month,No,Yes,Electronic Check,No
26,Female,24,17.09,Two Year,Fiber Optic,No,Credit Card,No
58,Male,48,119.57,Month-to-Month,DSL,No,Bank Transfer,Yes
31,Female,14,75.45,Two Year,Fiber Optic,No,Credit Card,No
66,Male,40,24.71,Two Year,Fiber Optic,Yes,Mailed Check,No
50,Female,63,52.29,One Year,Fiber Optic,No,Credit Card,No
73,Male,36,99.44,One Year,Fiber Optic,No,Electronic Check,Yes
22,Male,15,79.79,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
18,Male,29,118.11,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
19,Female,13,70.36,Month-to-Month,Fiber Optic,Yes,Credit Card,Yes
44,Female,53,68.82,One Year,DSL,No,Credit Card,No
54,Male,65,81.19,Two Year,Fiber Optic,Yes,Bank Transfer,Yes
67,Male,3,109.37,One Year,Fiber Optic,No,Electronic Check,No
72,Female,46,59.87,Month-to-Month,DSL,No,Mailed Check,Yes
73,Female,23,40.22,Two Year,Fiber Optic,Yes,Credit Card,Yes
50,Female,12,93.17,Month-to-Month,DSL,Yes,Credit Card,Yes
51,Male,49,14.46,Month-to-Month,No,No,Electronic Check,No
48,Male,67,85.47,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
49,Male,2,88.24,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
62,Female,34,36.37,Month-to-Month,DSL,Yes,Mailed Check,Yes
26,Female,66,91.36,One Year,Fiber Optic,No,Mailed Check,Yes
35,Male,32,20.12,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
57,Female,23,21.51,One Year,Fiber Optic,Yes,Mailed Check,Yes
71,Male,36,85.11,Month-to-Month,Fiber Optic,Yes,Credit Card,Yes
50,Female,71,105.87,One Year,DSL,Yes,Credit Card,No
30,Male,33,101.85,Month-to-Month,DSL,No,Mailed Check,Yes
71,Female,8,29.73,Month-to-Month,DSL,No,Bank Transfer,No
48,Male,60,61.48,Month-to-Month,DSL,No,Bank Transfer,No
72,Male,6,107.34,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
28,Female,32,70.54,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
73,Female,23,45.04,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
20,Female,7,116.55,Two Year,Fiber Optic,No,Credit Card,Yes
52,Female,60,39.46,One Year,DSL,Yes,Electronic Check,No
64,Female,29,107.12,One Year,DSL,No,Credit Card,No
36,Female,14,82.93,Month-to-Month,DSL,No,Electronic Check,Yes
70,Female,57,102.41,Two Year,Fiber Optic,No,Credit Card,No
69,Male,5,68.28,Month-to-Month,DSL,No,Bank Transfer,No
20,Female,49,53.72,Two Year,Fiber Optic,No,Mailed Check,Yes
59,Male,26,115.89,Month-to-Month,Fiber Optic,Yes,Mailed Check,No
24,Female,56,45.7,One Year,Fiber Optic,No,Electronic Check,No
31,Female,44,109.14,Two Year,DSL,No,Mailed Check,No
43,Female,41,95.51,Month-to-Month,Fiber Optic,No,Credit Card,Yes
50,Male,68,33.44,Month-to-Month,DSL,No,Electronic Check,Yes
25,Male,22,66.97,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
69,Male,24,49.39,Two Year,DSL,Yes,Credit Card,No
18,Male,2,47.03,Month-to-Month,DSL,No,Bank Transfer,No
58,Female,43,27.88,Month-to-Month,Fiber Optic,No,Credit Card,Yes
59,Male,5,83.8,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
53,Male,70,18.51,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
47,Female,4,23.24,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
25,Male,45,14.13,Month-to-Month,DSL,No,Credit Card,No
25,Male,52,82.18,Two Year,DSL,Yes,Mailed Check,No
58,Female,8,42.28,One Year,Fiber Optic,Yes,Bank Transfer,No
20,Female,32,85.59,Two Year,Fiber Optic,Yes,Credit Card,Yes
26,Male,37,10.49,Month-to-Month,Fiber Optic,No,Credit Card,Yes
37,Female,21,70.29,Month-to-Month,Fiber Optic,Yes,Electronic Check,Yes
33,Male,67,49.92,One Year,DSL,No,Credit Card,No
32,Male,19,24.29,Month-to-Month,No,No,Mailed Check,No
38,Female,2,62.69,Month-to-Month,Fiber Optic,No,Mailed Check,No
24,Male,34,12.37,Two Year,Fiber Optic,No,Bank Transfer,No
51,Female,12,17.58,Month-to-Month,Fiber Optic,No,Credit Card,No
41,Female,43,33.61,Month-to-Month,DSL,Yes,Credit Card,No
53,Male,67,13.05,One Year,DSL,No,Electronic Check,No
66,Male,36,82.78,Month-to-Month,Fiber Optic,No,Credit Card,Yes
58,Male,42,67.21,Month-to-Month,DSL,No,Bank Transfer,Yes
39,Male,20,103.93,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
50,Male,36,70.19,Month-to-Month,DSL,Yes,Bank Transfer,No
63,Male,4,117.34,Month-to-Month,No,No,Bank Transfer,Yes
37,Female,15,84.66,Month-to-Month,No,No,Electronic Check,No
45,Female,42,115.37,Month-to-Month,No,No,Credit Card,No
71,Male,49,119.38,Month-to-Month,DSL,No,Bank Transfer,Yes
31,Female,53,94.89,Month-to-Month,No,No,Mailed Check,Yes
39,Female,38,78.74,Month-to-Month,Fiber Optic,No,Credit Card,Yes
40,Female,36,81.74,Month-to-Month,Fiber Optic,Yes,Credit Card,Yes
55,Male,51,13.64,Month-to-Month,DSL,Yes,Bank Transfer,No
51,Male,44,60.27,Month-to-Month,DSL,No,Bank Transfer,Yes
62,Male,52,57.19,One Year,Fiber Optic,No,Mailed Check,No
22,Female,35,53.73,Month-to-Month,Fiber Optic,No,Credit Card,Yes
20,Male,70,77.2,Month-to-Month,Fiber Optic,No,Credit Card,Yes
51,Female,13,110.81,Month-to-Month,DSL,No,Credit Card,No
65,Female,10,39.54,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
40,Male,9,70.33,Month-to-Month,DSL,No,Mailed Check,No
55,Male,27,113.93,One Year,DSL,No,Mailed Check,No
20,Female,16,74.43,Month-to-Month,DSL,No,Electronic Check,Yes
44,Male,37,93.85,Month-to-Month,DSL,No,Bank Transfer,Yes
65,Male,16,76.93,Month-to-Month,DSL,No,Credit Card,No
47,Male,62,73.72,Month-to-Month,DSL,No,Credit Card,Yes
46,Female,37,81.29,Two Year,Fiber Optic,No,Credit Card,Yes
40,Male,26,57.08,Two Year,Fiber Optic,No,Credit Card,No
59,Male,2,29.63,Month-to-Month,DSL,No,Electronic Check,Yes
52,Male,39,48.52,Two Year,DSL,No,Credit Card,No
30,Male,13,77.1,One Year,DSL,No,Credit Card,No
26,Male,21,50.14,Month-to-Month,DSL,No,Bank Transfer,No
21,Female,4,85.19,One Year,DSL,No,Credit Card,Yes
36,Male,46,106.94,Month-to-Month,Fiber Optic,Yes,Electronic Check,Yes
48,Male,49,28.28,Two Year,Fiber Optic,No,Mailed Check,No
42,Male,23,66.32,Month-to-Month,Fiber Optic,Yes,Mailed Check,No
60,Female,36,28.14,Two Year,DSL,No,Mailed Check,Yes
54,Male,68,29.56,One Year,DSL,Yes,Credit Card,No
61,Male,46,99.22,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
49,Female,30,98.36,One Year,DSL,No,Bank Transfer,No
72,Female,44,102.84,Month-to-Month,Fiber Optic,No,Credit Card,Yes
43,Male,38,40.85,Two Year,Fiber Optic,Yes,Credit Card,Yes
70,Female,67,67.36,Month-to-Month,DSL,No,Bank Transfer,No
51,Male,15,59.15,One Year,Fiber Optic,Yes,Mailed Check,No
30,Male,23,101.62,Month-to-Month,DSL,No,Bank Transfer,Yes
69,Male,65,64.11,Month-to-Month,Fiber Optic,Yes,Mailed Check,No
29,Female,52,59.49,Month-to-Month,No,No,Mailed Check,Yes
19,Male,31,104.74,Two Year,Fiber Optic,Yes,Bank Transfer,Yes
46,Male,9,106.51,One Year,Fiber Optic,Yes,Credit Card,Yes
33,Female,6,66.61,One Year,DSL,No,Mailed Check,No
21,Male,38,111.39,Month-to-Month,DSL,No,Bank Transfer,Yes
46,Male,27,111.97,One Year,DSL,Yes,Bank Transfer,No
41,Female,7,16.92,One Year,No,No,Credit Card,No
40,Male,40,79.23,One Year,DSL,No,Credit Card,No
65,Female,65,109.06,Month-to-Month,DSL,No,Bank Transfer,No
53,Female,17,81.33,Month-to-Month,DSL,Yes,Electronic Check,No
20,Male,24,13.36,Two Year,DSL,No,Bank Transfer,Yes
36,Female,47,108.47,Month-to-Month,DSL,No,Electronic Check,Yes
22,Male,43,13.71,Month-to-Month,DSL,Yes,Bank Transfer,No
28,Male,36,33.08,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
27,Female,26,34.44,One Year,Fiber Optic,Yes,Credit Card,No
22,Female,19,87.59,One Year,DSL,No,Electronic Check,Yes
52,Male,22,37.96,Two Year,DSL,Yes,Electronic Check,No
22,Male,69,75.78,Month-to-Month,Fiber Optic,No,Credit Card,Yes
23,Female,27,10.78,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
46,Female,32,77.76,Month-to-Month,Fiber Optic,Yes,Electronic Check,Yes
45,Female,25,30.02,Two Year,Fiber Optic,No,Mailed Check,No
27,Male,24,116.27,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
67,Female,34,56.3,Month-to-Month,DSL,No,Electronic Check,No
45,Male,27,76.77,One Year,DSL,Yes,Electronic Check,No
62,Female,61,118.2,Month-to-Month,Fiber Optic,No,Credit Card,Yes
73,Male,32,96.07,Month-to-Month,DSL,No,Mailed Check,Yes
44,Female,42,43.06,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
49,Female,38,88.8,Two Year,Fiber Optic,No,Electronic Check,Yes
44,Male,66,20.28,Month-to-Month,DSL,No,Electronic Check,Yes
19,Male,60,20.46,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
57,Female,69,70.73,Month-to-Month,DSL,No,Electronic Check,Yes
54,Female,47,62.94,Two Year,Fiber Optic,Yes,Credit Card,No
24,Male,47,43.25,Month-to-Month,Fiber Optic,No,Credit Card,Yes
21,Male,47,102.83,One Year,No,No,Credit Card,Yes
66,Male,22,35.61,One Year,DSL,No,Bank Transfer,No
74,Male,35,81.11,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
65,Male,16,111.33,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
59,Male,14,27.05,One Year,DSL,No,Bank Transfer,No
31,Male,6,41.26,Month-to-Month,DSL,No,Mailed Check,Yes
68,Male,56,51.14,Month-to-Month,Fiber Optic,No,Credit Card,No
69,Male,57,93.59,Month-to-Month,DSL,No,Credit Card,Yes
33,Male,47,28.39,Two Year,DSL,No,Bank Transfer,No
66,Male,65,87.06,Month-to-Month,DSL,No,Credit Card,No
43,Female,12,52.52,Month-to-Month,DSL,Yes,Credit Card,No
57,Male,23,20.34,Month-to-Month,DSL,Yes,Credit Card,No
18,Female,16,32.69,Two Year,Fiber Optic,Yes,Credit Card,Yes
20,Male,50,99.54,Month-to-Month,DSL,No,Bank Transfer,No
27,Female,13,112.79,Month-to-Month,DSL,Yes,Bank Transfer,No
65,Male,61,21.07,Month-to-Month,Fiber Optic,No,Credit Card,Yes
29,Female,6,116.3,Month-to-Month,DSL,No,Mailed Check,No
45,Male,8,60.59,One Year,DSL,No,Electronic Check,No
32,Female,3,77.26,Month-to-Month,No,No,Electronic Check,No
63,Female,49,50.62,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
70,Female,61,68.81,Two Year,DSL,No,Electronic Check,No
61,Male,12,111.04,One Year,Fiber Optic,No,Electronic Check,Yes
34,Female,54,30.63,Two Year,Fiber Optic,No,Electronic Check,No
18,Male,52,47.85,Month-to-Month,DSL,Yes,Bank Transfer,Yes
49,Male,45,114.9,Month-to-Month,DSL,No,Mailed Check,Yes
26,Male,5,91.32,Month-to-Month,No,No,Bank Transfer,Yes
54,Female,19,25.94,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
41,Female,62,103.48,Month-to-Month,DSL,No,Bank Transfer,No
34,Female,68,89.44,One Year,DSL,No,Mailed Check,Yes
63,Male,46,70.33,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
34,Male,1,102.32,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
39,Male,68,72.97,One Year,Fiber Optic,Yes,Electronic Check,No
26,Female,68,113.9,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
27,Female,18,83.79,Month-to-Month,DSL,No,Bank Transfer,No
42,Female,2,55.9,Month-to-Month,DSL,Yes,Bank Transfer,No
41,Male,61,18.06,Two Year,DSL,No,Bank Transfer,No
